¿œΩ√,Power Demand,Predicted,MAPE
2023-02-05 14:00:00,535750.0,742557.0967741936,38.6014179699848
2023-02-05 15:00:00,542394.0,742557.0967741936,36.9036340324918
2023-02-05 13:00:00,543172.0,742557.0967741936,36.70754324121891
2023-02-05 12:00:00,566578.0,742557.0967741936,31.05999470049906
2023-02-05 16:00:00,571289.0,742557.0967741936,29.9792393646987
2023-02-05 17:00:00,637142.0,742557.0967741936,16.54499260356303
2023-02-24 13:00:00,664706.0,767323.4285714285,15.438017495167566
2023-02-13 03:00:00,672120.0,767323.4285714285,14.164647469414469
2023-02-19 05:00:00,651354.0,742557.0967741936,14.002078251487452
2023-02-12 19:00:00,862731.0,742557.0967741936,13.929475494193024
2023-02-11 19:00:00,858213.0,742557.0967741936,13.476363469885264
2023-02-07 19:00:00,882389.0,767323.4285714285,13.040231851096454
2023-02-11 20:00:00,851382.0,742557.0967741936,12.782147523180715
2023-02-12 18:00:00,851036.0,742557.0967741936,12.74668794572808
2023-02-12 20:00:00,850083.0,742557.0967741936,12.648871136795634
2023-02-06 13:00:00,867403.0,767323.4285714285,11.53784013066262
2023-02-11 21:00:00,831236.0,742557.0967741936,10.668318410873256
2023-02-11 18:00:00,830035.0,742557.0967741936,10.539061994470886
2023-02-13 02:00:00,695206.0,767323.4285714285,10.37353368230834
2023-02-12 17:00:00,827454.0,742557.0967741936,10.26001484382291
2023-02-12 21:00:00,826880.0,742557.0967741936,10.197719527114748
2023-02-19 06:00:00,675030.0,742557.0967741936,10.003569733818287
2023-02-13 00:00:00,851658.0,767323.4285714285,9.902398783146694
2023-02-27 10:00:00,698574.0,767323.4285714285,9.841395266847682
2023-02-06 11:00:00,848366.0,767323.4285714285,9.552783990467733
2023-02-10 15:00:00,701138.0,767323.4285714285,9.43971494505055
2023-02-12 16:00:00,811445.0,742557.0967741936,8.489534500281156
2023-02-11 22:00:00,810239.0,742557.0967741936,8.353325774963489
2023-02-01 09:00:00,836137.0,767323.4285714285,8.229939762092991
2023-02-17 11:00:00,835177.0,767323.4285714285,8.124454029334078
2023-02-22 11:00:00,710822.0,767323.4285714285,7.948745054518364
2023-02-07 10:00:00,832717.0,767323.4285714285,7.853036677355149
2023-02-24 12:00:00,712416.0,767323.4285714285,7.707214404425016
2023-02-08 10:00:00,719047.0,767323.4285714285,6.71394617756955
2023-02-11 17:00:00,795966.0,742557.0967741936,6.709947815083361
2023-02-11 23:00:00,794680.0,742557.0967741936,6.558980121030657
2023-02-12 05:00:00,698109.0,742557.0967741936,6.3669279115716275
2023-02-12 15:00:00,785561.0,742557.0967741936,5.474292031529878
2023-02-12 23:00:00,783427.0,742557.0967741936,5.216810656998856
2023-02-13 01:00:00,731298.0,767323.4285714285,4.9262309717008
2023-02-12 00:00:00,776072.0,742557.0967741936,4.318530139704361
2023-02-09 10:00:00,797021.0,767323.4285714285,3.7260713868983975
2023-02-01 17:00:00,740808.0,767323.4285714285,3.5792578605291143
2023-02-12 06:00:00,717594.0,742557.0967741936,3.478721501878998
2023-02-13 13:00:00,783497.0,767323.4285714285,2.0642799434549817
2023-02-11 12:00:00,757131.0,742557.0967741936,1.9248852874610107
2023-02-12 01:00:00,753345.0,742557.0967741936,1.4320003751012385
2023-02-12 07:00:00,732412.0,742557.0967741936,1.3851625552549076
2023-02-27 18:00:00,761154.0,767323.4285714285,0.8105361820904208
2023-02-13 14:00:00,772138.0,767323.4285714285,0.6235376873786135
2023-02-12 08:00:00,746698.0,742557.0967741936,0.554561981658773
2023-02-11 11:00:00,744832.0,742557.0967741936,0.3054250120572727
