¿œΩ√,Power Demand,Predicted,MAPE
2023-06-26 04:00:00,545968.0,703322.625,28.821217543885357
2023-06-26 06:00:00,554333.0,703322.625,26.87727863937381
2023-06-28 05:00:00,580021.0,703322.625,21.258131171112773
2023-06-28 04:00:00,582067.0,703322.625,20.83190165393331
2023-06-28 06:00:00,588081.0,703322.625,19.59621633754534
2023-06-27 14:00:00,867007.0,703322.625,18.879244919591194
2023-06-26 07:00:00,593960.0,703322.625,18.412456226008487
2023-06-27 13:00:00,861077.0,703322.625,18.32058863493044
2023-06-27 15:00:00,858483.0,703322.625,18.07378538654813
2023-06-27 03:00:00,595823.0,703322.625,18.042208004726234
2023-06-27 19:00:00,855360.0,703322.625,17.774665053310887
2023-06-28 03:00:00,597809.0,703322.625,17.650056288881565
2023-06-27 16:00:00,843994.0,703322.625,16.667343014286832
2023-06-26 21:00:00,838616.0,703322.625,16.13293509782785
2023-06-27 10:00:00,829941.0,703322.625,15.256310388328808
2023-06-24 16:00:00,709403.0,606267.9230769231,14.538291623108005
2023-06-27 07:00:00,615316.0,703322.625,14.302671310351103
2023-06-27 02:00:00,619407.0,703322.625,13.547735979735457
2023-06-20 15:00:00,803827.0,703322.625,12.503234526832266
2023-06-28 07:00:00,625305.0,703322.625,12.476731355098712
2023-06-20 16:00:00,800601.0,703322.625,12.150668685150281
2023-06-28 02:00:00,629009.0,703322.625,11.81439772721853
2023-06-26 22:00:00,796697.0,703322.625,11.720186595405782
2023-06-24 15:00:00,672384.0,606267.9230769231,9.83308301849492
2023-06-04 15:00:00,552068.0,606267.9230769231,9.817617227755116
2023-06-04 12:00:00,556624.0,606267.9230769231,8.918753606909354
2023-06-24 12:00:00,661220.0,606267.9230769231,8.310710039484116
2023-06-04 14:00:00,562242.0,606267.9230769231,7.83042232293623
2023-06-04 16:00:00,564103.0,606267.9230769231,7.47468513319786
2023-06-04 13:00:00,564214.0,606267.9230769231,7.4535412231747395
2023-06-26 23:00:00,759175.0,703322.625,7.356982909078933
2023-06-29 00:00:00,755501.0,703322.625,6.906460084103132
2023-06-10 16:00:00,650368.0,606267.9230769231,6.780788249587445
2023-06-26 08:00:00,660137.0,703322.625,6.541918571448048
2023-06-27 01:00:00,660248.0,703322.625,6.524006888320752
2023-06-10 12:00:00,569644.0,606267.9230769231,6.429265133473383
2023-06-28 00:00:00,748830.0,703322.625,6.077130323304355
2023-06-24 11:00:00,643472.0,606267.9230769231,5.781770912032983
2023-06-28 01:00:00,667137.0,703322.625,5.424017105931765
2023-06-10 13:00:00,578396.0,606267.9230769231,4.818830537715185
2023-06-19 13:00:00,678062.0,703322.625,3.7254152275160677
2023-06-27 08:00:00,680788.0,703322.625,3.3100796430019326
2023-06-27 00:00:00,717544.0,703322.625,1.981951629447114
2023-06-04 17:00:00,597345.0,606267.9230769231,1.4937637507509265
2023-06-28 08:00:00,696200.0,703322.625,1.0230716748060902
