¿œΩ√,Power Demand,Predicted,MAPE
2023-10-02 05:00:00,496297.0,626408.7575757576,26.216510995584812
2023-10-02 06:00:00,506638.0,626408.7575757576,23.640302854455758
2023-10-04 04:00:00,506815.0,626408.7575757576,23.597122732310126
2023-10-04 05:00:00,506994.0,626408.7575757576,23.55348536190913
2023-10-10 04:00:00,513754.0,626408.7575757576,21.927762620973766
2023-10-09 05:00:00,514072.0,626408.7575757576,21.85233927849748
2023-10-09 04:00:00,514844.00000000006,626408.7575757576,21.66962372597476
2023-10-10 05:00:00,515092.0,626408.7575757576,21.6110437699979
2023-10-04 03:00:00,519007.0,626408.7575757576,20.693701159282547
2023-10-04 06:00:00,521285.0,626408.7575757576,20.166273262372325
2023-10-09 06:00:00,526984.0,626408.7575757576,18.86675071268911
2023-10-21 13:00:00,500776.0,594633.7,18.742451714938408
2023-10-10 03:00:00,528384.0,626408.7575757576,18.55180277520848
2023-10-05 06:00:00,532895.0,626408.7575757576,17.548252015079438
2023-10-01 05:00:00,506068.0,594633.7,17.500750887232535
2023-10-10 06:00:00,533752.0,626408.7575757576,17.359514826315888
2023-10-01 04:00:00,507333.0,594633.7,17.207770832963746
2023-10-29 19:00:00,713232.0,594633.7,16.62829205644167
2023-10-12 19:00:00,750934.0,626408.7575757576,16.582714649255784
2023-10-11 20:00:00,748647.0,626408.7575757576,16.327887832882844
2023-10-15 19:00:00,710236.0,594633.7,16.276603833092103
2023-10-18 19:00:00,747858.0,626408.7575757576,16.23961265698066
2023-10-15 20:00:00,707838.0,594633.7,15.992967317380538
2023-10-12 20:00:00,744525.0,626408.7575757576,15.864644226082728
2023-10-21 14:00:00,513491.0,594633.7,15.80216595811805
2023-10-30 19:00:00,743042.0,626408.7575757576,15.696722718802224
2023-10-27 03:00:00,541424.0,626408.7575757576,15.696525749829629
2023-10-08 20:00:00,704139.0,594633.7,15.55165954449335
2023-10-18 20:00:00,741343.0,626408.7575757576,15.503517592294314
2023-10-25 20:00:00,739799.0,626408.7575757576,15.3271689234836
2023-10-08 05:00:00,519076.0,594633.7,14.556192156832518
2023-10-10 02:00:00,548326.0,626408.7575757576,14.240207025703244
2023-10-09 07:00:00,548475.0,626408.7575757576,14.209172264142863
2023-10-08 21:00:00,692878.0,594633.7,14.179162854066668
2023-10-08 04:00:00,520844.00000000006,594633.7,14.167332253035436
2023-10-06 19:00:00,729669.0,626408.7575757576,14.151655397754656
2023-10-15 21:00:00,692461.0,594633.7,14.127481547697277
2023-10-11 21:00:00,727526.0,626408.7575757576,13.898780582995307
2023-10-01 03:00:00,522165.0,594633.7,13.878505836277796
2023-10-06 20:00:00,726364.0,626408.7575757576,13.76104025312962
2023-10-30 18:00:00,725348.0,626408.7575757576,13.640244741040497
2023-10-04 07:00:00,552686.0,626408.7575757576,13.33899494030201
2023-10-13 21:00:00,722018.0,626408.7575757576,13.241947212429944
2023-10-24 18:00:00,719949.0,626408.7575757576,12.992620647329522
2023-10-08 06:00:00,528109.0,594633.7,12.596774529500529
2023-10-17 18:00:00,714591.0,626408.7575757576,12.34023972093721
2023-10-07 16:00:00,676632.0,594633.7,12.118596223648904
2023-10-21 15:00:00,532276.0,594633.7,11.715294320991356
2023-10-05 18:00:00,708999.0,626408.7575757576,11.648851750741882
2023-10-08 03:00:00,532910.0,594633.7,11.58238726989547
2023-10-06 18:00:00,706322.0,626408.7575757576,11.313995942961204
2023-10-06 21:00:00,705523.0,626408.7575757576,11.213559646424345
2023-10-10 07:00:00,563763.0,626408.7575757576,11.11207326052926
2023-10-05 07:00:00,564172.0,626408.7575757576,11.031521872010233
2023-10-27 02:00:00,564844.0,626408.7575757576,10.899426669267545
2023-10-09 08:00:00,565457.0,626408.7575757576,10.779202941294841
2023-10-15 22:00:00,666275.0,594633.7,10.752512100859262
2023-10-11 22:00:00,694899.0,626408.7575757576,9.856143471819996
2023-10-13 22:00:00,693981.0,626408.7575757576,9.736900927293748
2023-10-06 17:00:00,692048.0,626408.7575757576,9.484781752745826
2023-10-10 22:00:00,690346.0,626408.7575757576,9.261622783972449
2023-10-08 07:00:00,546402.0,594633.7,8.827145581458332
2023-10-10 01:00:00,577964.0,626408.7575757576,8.381968007654034
2023-10-20 14:00:00,580856.0,626408.7575757576,7.842349493808719
2023-10-06 22:00:00,678845.0,626408.7575757576,7.724332126515248
2023-10-16 17:00:00,678451.0,626408.7575757576,7.6707444493769525
2023-10-20 15:00:00,582299.0,626408.7575757576,7.575104469655206
2023-10-23 17:00:00,676628.0,626408.7575757576,7.421987033383548
2023-10-13 23:00:00,671020.0,626408.7575757576,6.6482731400319555
2023-10-15 08:00:00,560141.0,594633.7,6.157860253043422
2023-10-28 10:00:00,560203.0,594633.7,6.146111320360647
2023-10-27 17:00:00,665348.0,626408.7575757576,5.852462534529664
2023-10-04 08:00:00,592260.0,626408.7575757576,5.765838918001818
2023-10-10 08:00:00,593153.0,626408.7575757576,5.606606992758626
2023-10-14 00:00:00,629232.0,594633.7,5.498496579957797
2023-10-10 23:00:00,660072.0,626408.7575757576,5.099934919863656
2023-10-20 13:00:00,596286.0,626408.7575757576,5.051729803442907
2023-10-07 00:00:00,624292.0,594633.7,4.750709603839236
2023-10-06 23:00:00,656810.0,626408.7575757576,4.62862051799492
2023-10-27 01:00:00,599534.0,626408.7575757576,4.482607754649039
2023-10-06 10:00:00,654970.0,626408.7575757576,4.360694753079138
2023-10-21 16:00:00,570403.0,594633.7,4.247996591883274
2023-10-22 17:00:00,620513.0,594633.7,4.170629785355028
2023-10-08 08:00:00,571479.0,594633.7,4.051714936156876
2023-10-09 23:00:00,650439.0,626408.7575757576,3.694465188010318
2023-10-21 17:00:00,616746.0,594633.7,3.5853171321743553
2023-10-11 08:00:00,605260.0,626408.7575757576,3.4941607863988318
2023-10-07 09:00:00,614651.0,594633.7,3.2566936359007057
2023-10-13 08:00:00,614247.0,626408.7575757576,1.9799457833343213
2023-10-27 00:00:00,638911.0,626408.7575757576,1.9568050048038663
2023-10-07 01:00:00,587703.0,594633.7,1.1792861360244806
2023-10-05 09:00:00,633715.0,626408.7575757576,1.1529224374115228
2023-10-10 00:00:00,633338.0,626408.7575757576,1.094082847427824
2023-10-06 09:00:00,621289.0,626408.7575757576,0.824054115839419
2023-10-27 10:00:00,621592.0,626408.7575757576,0.7749066229548592
2023-10-15 01:00:00,590507.0,594633.7,0.6988401492276897
