¿œΩ√,Power Demand,Predicted,MAPE
2023-01-23 13:00:00,531514.0,653981.4444444445,23.041245281299176
2023-01-14 19:00:00,805534.0,653981.4444444445,18.813924124314493
2023-01-14 20:00:00,802912.0,653981.4444444445,18.54880180587107
2023-01-05 11:00:00,769511.0,851995.4285714285,10.719070756809003
2023-01-07 13:00:00,594130.0,653981.4444444445,10.073796045384764
2023-01-23 15:00:00,598202.0,653981.4444444445,9.32451654197821
2023-01-01 15:00:00,614664.0,653981.4444444445,6.396575111678006
2023-01-05 10:00:00,807942.0,851995.4285714285,5.452548397215211
2023-01-11 21:00:00,893122.0,851995.4285714285,4.604810029152958
2023-01-10 20:00:00,891977.0,851995.4285714285,4.482354525797356
2023-01-10 19:00:00,886620.0,851995.4285714285,3.905232391393323
2023-01-07 16:00:00,643034.0,653981.4444444445,1.702467434761536
2023-01-08 10:00:00,645292.0,653981.4444444445,1.3465910695382084
2023-01-09 18:00:00,858718.0,851995.4285714285,0.7828613617708582
2023-01-01 12:00:00,650551.0,653981.4444444445,0.5273136840070181
2023-01-06 22:00:00,856078.0,851995.4285714285,0.4768924593987322
